日付,活動区分,ｱｸﾃｨﾋﾞﾃｨ,タイトル,"記録
リンク",GPSログ,主な訪問地,都道府県,補足,"距離
[km]",獲得標高 [m],"走行・歩行
時間",車種,メーカー,モデル
2025-06-04,🏔🚲,登山,平治岳,https://yamap.com/activities/40482249,https://drive.google.com/file/d/18JvO4tZdqQFlmGCo7SZNUQEY2EaBeZbk/view?usp=drivesdk,男池駐車場、平治岳[1643m]、坊ガツル、長者原、男池駐車場,大分,,23,"1,245",09:34,ロード,Cannondale,Topstone 3L
2025-06-05,🏔,登山,くじゅう・三俣山と中岳,https://yamap.com/activities/40496987,https://drive.google.com/file/d/1UZKB_Pze5zyTlPziNQgUpR-iLfajITpv/view?usp=drivesdk,牧ノ戸峠、大曲駐車場、三俣山[1744m]、中岳[1791m]、久住分かれ、牧ノ戸峠,大分,,13,"1,061",07:21,－,－,－
2025-06-07,🏔,登山,鬼ヶ城,https://yamap.com/activities/40563265,https://drive.google.com/file/d/1Expn1own4ro0qXrICcC_mns7iTyCeqRl/view?usp=drivesdk,鬼ヶ城,山口,,5,546,03:45,－,－,－
2025-06-11,🚲,サイクリング,宇部市北部,https://yamap.com/activities/40677738,https://drive.google.com/file/d/1rl-yl278Lw3B2DkiYMCHaBHHQGwmjyMf/view?usp=drivesdk,小野湖、万倉の大岩郷、今富ダム、大韓飯屋,山口,,75,"1,044",05:06,ロード,ORBEA,ORCA M30iLTD PWR
2025-06-15,🏔,登山,福智山・鷹取山,https://yamap.com/activities/40753410,https://drive.google.com/file/d/1vXllq1y_LYecVcI0S2nyFkH7Is4_YJ5t/view?usp=drivesdk,福智山[901m]、鷹取山[633m],福岡,,7,835,05:22,－,－,－
2025-06-18,🚲,サイクリング,耶馬渓,https://yamap.com/activities/40833697,https://drive.google.com/file/d/1aztvlPsIwzXvfEPNL867CnZjt3rXb0IQ/view?usp=drivesdk,耶馬渓,大分,,76,440,06:38,ロード,Cannondale,CAAD12
2025-06-19,🚲,サイクリング,湯布院,https://yamap.com/activities/40833699,https://drive.google.com/file/d/1AEl6eSxJ0bpZeKEK24l0EtdbG0_TGEDC/view?usp=drivesdk,湯布院、由布岳登山口,大分,,21,602,01:51,ロード,ORBEA,ORCA M30iLTD PWR
2025-06-21,🚲,サイクリング,下関市豊田湖,https://yamap.com/activities/40902881,https://drive.google.com/file/d/1k2EUGDx1aVv-bD8ZLesDXNU3kf7faKHM/view?usp=drivesdk,豊田湖,山口,,156,"2,051",10:24,ロード,ORBEA,ORCA M30iLTD PWR
2025-06-22,🏔,登山,六畳岩・貝殻山,https://yamap.com/activities/40917023,https://drive.google.com/file/d/1Uw1ki-ppCaFx_woe58nazD8pcAVevBy5/view?usp=drivesdk,六畳岩、貝殻山[80m],山口,,2,84,00:54,－,－,－
2025-06-28,🏔,登山,右田ヶ岳,https://yamap.com/activities/41027434,https://drive.google.com/file/d/194Sw92fuOOwVjO2T9BfLrCEN440FnS-V/view?usp=drivesdk,右田ヶ岳[426m],山口,,4,443,04:18,－,－,－
2025-06-29,🚲,イベント,ツール・ド・下関,https://yamap.com/activities/41112592,https://drive.google.com/file/d/1HfW8UArX1Ax02nSBs2ymc28L9pG96s41/view?usp=drivesdk,下関市,山口,,125,"1,088",06:58,ロード,ORBEA,ORCA M30iLTD PWR
2025-07-06,🏔,登山,四王司山・岩山・勝山,https://yamap.com/activities/41252590,https://drive.google.com/file/d/10HWb-9v7Tp-HnKihYoVM2IwuAjvg7FEv/view?usp=drivesdk,四王司山[392m]、岩山[290m]、勝山[361m],山口,,5,489,04:01,－,－,－
2025-07-13,🏔,登山,下関市・竜王山,https://yamap.com/activities/41422725,https://drive.google.com/file/d/1sRIEqcTAW9hodlobcCkLIGHcLTkSd5AX/view?usp=drivesdk,竜王山[614m],山口,,5,573,03:42,－,－,－
2025-07-15,🏔,登山,三瓶山お鉢巡り,https://yamap.com/activities/41467409,https://drive.google.com/file/d/141wm-1RDZsOgk5zJMzolqz00_zdCSOd1/view?usp=drivesdk,三瓶山[1126m],島根,,10,954,04:58,－,－,－
2025-07-16,🚲,サイクリング,奥出雲ループ橋,https://yamap.com/activities/41483063,https://drive.google.com/file/d/1h4gKnDyHdBRTnp_TbgbcTreWmM7SyAww/view?usp=drivesdk,奥出雲ループ橋,島根,,49,"1,143",04:26,ロード,ORBEA,ORCA M30iLTD PWR
2025-07-16,🏔,登山,吾妻山・烏帽子山・比婆山,https://yamap.com/activities/41476361,https://drive.google.com/file/d/1Iau0XDXX8K4tg0NawbCsdrtwJ6cx_cfJ/view?usp=drivesdk,吾妻山[1238m]、烏帽子山[1225m]、比婆山[1264m],広島,,9,699,03:37,－,－,－
2025-07-19,🚲,グラベル,林道「大田東山線」,https://yamap.com/activities/41546766,https://drive.google.com/file/d/15HMUZF75b9lXQd8mPy3wLmUEgTZzoVsF/view?usp=drivesdk,21世紀の森[511m]、林道「大田東山線」,山口,,104,"1,448",07:50,ロード,PINARELLO,X1
2025-07-20,🏔,登山,伽藍岳,https://yamap.com/activities/41570727,https://drive.google.com/file/d/1W2SsuieJVgRKdVsrDKfVqyewyege1C-M/view?usp=drivesdk,伽藍岳[1045m],大分,,5,349,02:36,－,－,－
2025-07-25,🚲,サイクリング,阿武町周辺,https://yamap.com/activities/41762855,https://drive.google.com/file/d/1DwW1jvsr0NGNgWnB_VNYN-GxAUPS7B5I/view?usp=drivesdk,道の駅「阿武町」、道の駅「うり坊の郷」、林道「尾礼2号線」、むつみフラワーロード、雲林寺、道の駅「ハピネスふくえ」,山口,,63,952,04:54,ロード,PINARELLO,X1
2025-07-26,🏔,登山,一位ヶ岳,https://yamap.com/activities/41744269,https://drive.google.com/file/d/1nmjWyNNmXzdEe-1lFJaO1D3zuItrIeXf/view?usp=drivesdk,一位ヶ岳[672m],山口,,4,519,03:25,－,－,－
2025-07-30,🏔,登山,折立から室堂へ,https://yamap.com/activities/41874272,https://drive.google.com/file/d/1YUzuTKAOTM8hgpmg5J2Rs1FncZsC4uAz/view?usp=drivesdk,"折立、太郎平、薬師岳[2926m]、スゴ乗越、越中沢岳[2592m]、五色ヶ原、龍王岳[2872m]、
浄土山[2831m]、室堂",富山,北アルプス,28,"3,387",20:50,－,－,－
2025-08-14,🚲,サイクリング,匹見峡,https://yamap.com/activities/42181931,https://drive.google.com/file/d/1uYU6KFKXKINAz3fs2ly2XkvCOf_7qPk1/view?usp=drivesdk,匹見峡,広島,,90,819,05:52,ロード,ORBEA,ORCA M30iLTD PWR
2025-09-09,🚶,ウォーキング,関門海峡,https://yamap.com/activities/42776239,https://drive.google.com/file/d/1_S_y0Mf88EXb1TPeKj_EdwadKCC3G9xW/view?usp=drivesdk,門司港レトロ、関門人道トンネル、壇ノ浦、赤間神宮,福岡,,8,96,03:20,－,－,－
2025-09-13,🚲,サイクリング,山口島根県境,https://yamap.com/activities/42835871,https://drive.google.com/file/d/1h22DJeQRYHpycarSfPnGFX5Zxaqpwseh/view?usp=drivesdk,道の駅「願成就温泉」、道の駅「かきのきむら」、米山峠[740m]、小峰峠[710m]、仏峠[650m]、野道峠[427m],島根、山口,,105,"1,730",06:52,ロード,ORBEA,ORCA M30iLTD PWR
2025-09-15,🏔,登山,勘十郎岳・亀尾山（大海山）,https://yamap.com/activities/42921112,https://drive.google.com/file/d/1Goxe-s0a3PFztVRu1OYqEzNl-TvFeXH-/view?usp=drivesdk,火の山[304m]・陶ヶ岳[230m]、大海山[325m],山口,,4,394,03:36,－,－,－
2025-09-21,🚲,サイクリング,ぐるっとくじゅう周遊道路,https://yamap.com/activities/43047939,https://drive.google.com/file/d/1Bx3oIoG14k1AYyICmbeKEe1fILXJUNdm/view?usp=drivesdk,ぐるっとくじゅう周遊道路,大分、熊本,,76,"1,669",06:49,ロード,PINARELLO,X1
2025-09-22,🚲,サイクリング,牧ノ戸峠,https://yamap.com/activities/43033509,https://drive.google.com/file/d/1U0C2cT_kuF0x2Rt24PcTyh0Zbda7rPKN/view?usp=drivesdk,牧ノ戸峠[1330m],東京,,121,"2,334",08:12,ロード,ORBEA,ORCA M30iLTD PWR
2025-10-02,🚲,サイクリング,秋の秋穂,https://yamap.com/activities/43304627,https://drive.google.com/file/d/1iuoJyXo5rdjEBSS6-OHrSuxD_cHY0rux/view?usp=drivesdk,秋穂,山口,,83,654,06:36,ロード,ORBEA,ORCA M30iLTD PWR
2025-10-06,🚲,サイクリング,やまがたロングコース,https://yamap.com/activities/43079563,https://drive.google.com/file/d/1nUlvMGjGMML0wPheg-4ulYv7VkNQJVuq/view?usp=drivesdk,やまがたロングコース,広島,,131,"1,694",08:19,ロード,PINARELLO,X1
2025-10-07,🚲,サイクリング,長野山,https://yamap.com/activities/43440922,https://drive.google.com/file/d/1k9zYkIjocSAD4ZYmOLQRMsSGbIPp3XwU/view?usp=drivesdk,長野山[1015m],山口,,86,"1,615",07:15,ロード,ORBEA,ORCA M30iLTD PWR
2025-10-11,🏔,登山,宝満山,https://yamap.com/activities/43516919,https://drive.google.com/file/d/16x0bm6JIUx4W8ZTOZ_mpF3EqKL9byERb/view?usp=drivesdk,宝満山[829m],福岡,,7,733,05:00,－,－,－
2025-10-13,🚲,サイクリング,山口県西部の県道,https://yamap.com/activities/43628403,https://drive.google.com/file/d/1PSM3bYA2C-YfAjO5GiPV8-nqjardy5bY/view?usp=drivesdk,楠こもれびの郷、赤間関街道、道の駅「きくがわ」、道の駅「おふく」、江原ウバーレ集落、別府弁天池、秋吉台,山口,,128,"1,714",08:54,ロード,PINARELLO,X1
2025-10-19,🏔,登山,狗留孫山,https://yamap.com/activities/43756785,https://drive.google.com/file/d/1SIX5aEZx0Nr9iACgLJor2VOjRIn4h0Jd/view?usp=drivesdk,狗留孫山[616m],山口,,5,459,02:39,－,－,－
2025-10-20,🚲,サイクリング,山口県西北,https://yamap.com/activities/43774284,https://drive.google.com/file/d/1fw3eHYQqJGVq5Nd1M65i-hnmE4jqPoDG/view?usp=drivesdk,道の駅「きくがわ」、貴飯峠[250m]、有宗ダム、林道「有宗線」、豊田湖、道の駅「蛍街道西ノ市」,山口,,90,"1,028",05:48,ロード,ORBEA,ORCA M30iLTD PWR
2025-10-23,🚲,サイクリング,日田市周辺,https://yamap.com/activities/43812734,https://drive.google.com/file/d/1B0DbYls0Gi8mYqwoiIq7eWwplgl1I_9x/view?usp=drivesdk,日田市、日田往還、竹地区の棚田、進撃の巨人 in HITA ミュージアム,大分,,110,"1,805",09:28,ロード,PINARELLO,X1
2025-10-24,🏔🚲,登山,北大船山・大船山,https://yamap.com/activities/43833784,https://drive.google.com/file/d/1Bt-EJ6qdTPVevDQAn6QuwVlPqJt-uNja/view?usp=drivesdk,男池駐車場、北大船山[1706m]、大船山[1786m]、坊ガツル、長者原、男池駐車場,大分,,23,"1,339",08:29,ロード,PINARELLO,X1
2025-10-29,🚲,サイクリング,福岡県嘉麻市から秋月周回,https://yamap.com/activities/43933694,https://drive.google.com/file/d/16KsfgosB08E-X04agwcKqCqwA2oMAjnC/view?usp=drivesdk,道の駅「うすい」、林道「南嘉穂１号線」、八丁峠[525m]、秋月、上秋月湖、令和あさくら湖、寺内ダム、林道「上ノ浦」,福岡,,91,"1,637",07:19,ロード,PINARELLO,X1
2025-10-30,🚲,サイクリング,平尾台周辺サイクリング,https://yamap.com/activities/43954270,https://drive.google.com/file/d/1nHMQB9yXqn-uTlfxOZIsPgsPKzcUu0ly/view?usp=drivesdk,道の駅「香春」、平尾台、鱒淵、木屋瀬宿、城山横穴群、石炭記念公園,福岡,,95,"1,317",07:57,ロード,PINARELLO,X1
2025-11-01,🚲,サイクリング,花の海,https://yamap.com/activities/44097526,https://drive.google.com/file/d/1o2Vi-G2rX3kIWLdRfZefKZS4K3OXIKIG/view?usp=drivesdk,くぐり岩、花の海,山口,,86,647,06:35,ロード,ORBEA,ORCA M30iLTD PWR
2025-11-03,🏔,登山,砲台山・妙見山・足立山（霧ヶ岳）・小文字山,https://yamap.com/activities/44081118,https://drive.google.com/file/d/1IxNI5g67YQPL_BcUXX2wsHZiBlhsthVu/view?usp=drivesdk,砲台山[442m]、妙見山[519m]、足立山[598m]、小文字山[366m],福岡,,7,664,04:29,－,－,－
2025-11-06,🚲,サイクリング,島根県吉賀町北部サイクリング,https://yamap.com/activities/44138676,https://drive.google.com/file/d/1-cw_T9fmamstSIXpkNQyk1f2QAJRy_q7/view?usp=drivesdk,大蛇ケ池、深谷大橋、長瀬峡、林道「河津折元線」、ねむの木、林道「安蔵寺線」,島根,,94,"1,781",07:55,ロード,ORBEA,ORCA M30iLTD PWR
2025-11-08,🏔,登山,愛宕山・雨乞山・御伊勢山,https://yamap.com/activities/44164622,https://drive.google.com/file/d/1DC_MtVNFk5ShfYM7FOuv_X-4mbT2U9g4/view?usp=drivesdk,愛宕山[160m]、雨乞山[180m]、御伊勢山[183m],山口,,3,306,02:32,－,－,－
2025-11-10,🚲,サイクリング,周南周辺ダム湖巡り,https://yamap.com/activities/44234589,https://drive.google.com/file/d/1_PrL17BgUTNDKqTMUGn0Fio-aWh2qMfa/view?usp=drivesdk,米泉湖、清流の里、中須の棚田、菅野湖、宇宙の駅、漢陽寺、高瀬湖,山口,,96,"1,582",07:55,ロード,ORBEA,ORCA M30iLTD PWR
2025-11-12,🏔,登山,恐羅漢山・旧羅漢山,https://yamap.com/activities/44252518,https://drive.google.com/file/d/12Ix0f31klrjIN5emag6XKA1sf490ogfc/view?usp=drivesdk,恐羅漢山[1346m]、旧羅漢山[1334m],山口,,7,536,02:59,－,－,－
2025-11-12,🏔,登山,深入山,https://yamap.com/activities/44258571,https://drive.google.com/file/d/1Gz-1jyXhtvvsLFKjdsMX8RY19txinURR/view?usp=drivesdk,深入山[1153m],広島,,4,379,02:20,－,－,－
2025-11-13,🚶,ウォーキング,三段峡,https://yamap.com/activities/44269704,https://drive.google.com/file/d/13seh3bKUXLq1n3pedddc4_5JkW9eKV4J/view?usp=drivesdk,三段峡,広島,🍁,6,395,02:44,－,－,－
2025-11-13,🏔,登山,岩倉山・高山・雲月山,https://yamap.com/activities/44272396,https://drive.google.com/file/d/10la9sUGIN-4_-hu1yse-XPsGvke8im1A/view?usp=drivesdk,岩倉山[880m]、高山[880m]、雲月山[911m],広島,,4,274,01:27,－,－,－
2025-11-14,🏔,登山,弥山,https://yamap.com/activities/44281154,https://drive.google.com/file/d/1uAcRMTCRDiOpYJZvzNif-aCJM0A9VH3l/view?usp=drivesdk,弥山[535m]、大聖院、厳島神社,広島,,9,633,04:52,－,－,－
2025-11-14,🚶,ウォーキング,錦帯橋,https://yamap.com/activities/44289367,https://drive.google.com/file/d/1YaiHnjR5-fPSmT5XwLzFt4YOZU1w1gCd/view?usp=drivesdk,錦帯橋,山口,🍁,5,244,02:42,－,－,－
2025-11-15,🚲,サイクリング,岩国市錦町,https://yamap.com/activities/44338827,https://drive.google.com/file/d/1C_EaO8iZ96OJgVVnTVZRaxSFIGEan6dD/view?usp=drivesdk,道の駅「ピュアラインにしき」、とことこトレイン、木谷峡,山口,🍁,42,464,05:29,ロード,ORBEA,ORCA M30iLTD PWR
2025-11-19,🚲,サイクリング,山口市紅葉,https://yamap.com/activities/44434290,https://drive.google.com/file/d/1NHLQpAj4RP983WHtREBcOaW8g6eZXHhU/view?usp=drivesdk,龍福寺、龍蔵寺、瑠璃光寺、菜香亭、常栄寺,山口,🍁,29,324,04:31,クロス,DE ROSA,TEAM
2025-11-21,🚲,サイクリング,宇部市紅葉,https://yamap.com/activities/44459330,https://drive.google.com/file/d/1Gxpr4Tma_CGX00Z5UgAJ4iizOMdzYv0I/view?usp=drivesdk,来迎寺、江汐公園、宗隣寺庭園,山口,🍁,69,573,07:45,ロード,Cannondale,CAAD12
2025-11-27,🚲,サイクリング,防府市紅葉,https://yamap.com/activities/44628027,https://drive.google.com/file/d/1TbZpXY-hFVI6WXs0zerZXSEDRpYSpEVT/view?usp=drivesdk,防府天満宮、芳松庵、毛利博物館,山口,🍁,10,118,03:49,小径車,r&m,BD-1
2025-11-28,🚶,ウォーキング,下関市城下町長府,https://yamap.com/activities/44639536,https://drive.google.com/file/d/1Pz7SDf8t0SDBCUef-S4jaVP8-Vny8twZ/view?usp=drivesdk,長府庭園、城下町長府、功山寺、長府毛利邸、東行庵,山口,🍁,3,40,00:59,－,－,－
2025-11-29,🚲,イベント,うべサイクルカップ2025,https://yamap.com/activities/44744451,https://drive.google.com/file/d/1sv4D0WnoaLJBmbzrIZ0w81DTnm1kAXUA/view?usp=drivesdk,UBE三菱セメント宇部伊佐専用道路,山口,,22,210,01:01,ロード,ORBEA,ORCA M30iLTD PWR
2025-11-30,🚲,サイクリング,築城基地航空祭,https://yamap.com/activities/44744622,https://drive.google.com/file/d/1JtCZQ_MCnYicKkqzMDDiJNkeq65T06VA/view?usp=drivesdk,築城基地,福岡,航空祭,30,131,09:00,ロード,Cannondale,Topstone 3L
2025-12-10,🚲,グラベル,萩往還,https://yamap.com/activities/44902137,https://drive.google.com/file/d/1FOh3g1Vsj4IhbzAfHXcfiTnCGgC_DBxL/view?usp=drivesdk,萩往還,山口,,126,"1,606",11:03,ロード,Cannondale,Topstone 3L
2025-12-13,🏔,登山,西目山,https://yamap.com/activities/44928700,https://drive.google.com/file/d/1gzNRmTtl6cwKvxUYsmYeOjZ7HKp2dnOC/view?usp=drivesdk,西目山[312m],山口,,2,246,01:47,－,－,－
2025-12-18,🚲,サイクリング,宗像・大島一周,https://yamap.com/activities/45014135,https://drive.google.com/file/d/1eOl4Tw3axcAbCqZ5WZ3k4ysb7scS16U3/view?usp=drivesdk,宗像、大島,福岡,島,42,474,07:11,ロード,PINARELLO,X1
2025-12-19,🚲,サイクリング,遠賀・宗像,https://yamap.com/activities/45027958,https://drive.google.com/file/d/14bcYS7RtNSM-adUg_7pz7pl-NH75INrr/view?usp=drivesdk,芦屋海浜公園、リンリンクラブ岡垣、道の駅「むなかた」、宮地嶽神社、赤馬館、くぬぎ原峠[160m]、洞山、芦屋釜の里,福岡,,72,468,06:12,ロード,PINARELLO,X1
2025-12-23,🚲,サイクリング,小倉南,https://yamap.com/activities/45094416,https://drive.google.com/file/d/1Czjd-G_aQor5zqPNLconjVa4vLNs6gsa/view?usp=drivesdk,小倉南,福岡,,92,"1,864",06:56,ロード,PINARELLO,X1
2025-12-30,🏔🚲,登山,秋吉台,https://yamap.com/activities/45221499,https://drive.google.com/file/d/1TMaCSyvGMpt3DDALS-c5KdrEmcloktG0/view?usp=drivesdk,秋吉台,山口,,19,924,05:13,ロード,Cannondale,Topstone 3L
2026-01-01,🏔🚲,登山,2026年初サイクリング＆山登り(鍋倉山),https://yamap.com/activities/45288354,https://drive.google.com/file/d/1HzYOSN-x3MeRyK43j8ovu4tkMl-nTck9/view?usp=drivesdk,鍋倉山[30m],山口,,25,147,06:15,ロード,Cannondale,CAAD12
2026-01-10,🚲,サイクリング,福岡県鞍手町から須恵町へ周回サイクリング、剣岳,https://yamap.com/activities/45473361,https://drive.google.com/file/d/1ZvB-Q4Hmc-w2VXsLvjfK2RscfIDHfJ1B/view?usp=drivesdk,笠置峠[170m]、林道「龍王線」、林道「第2龍王線」、力丸ダム湖、剣山[126m],福岡,,95,"1,814",07:15,ロード,PINARELLO,X1
2026-01-12,🚲,グラベル,男山,https://yamap.com/activities/45532706,https://drive.google.com/file/d/1b_6HXXCorh4yqpaW5W1xf_MgfNZHmrl_/view?usp=drivesdk,男山[232m]、観音岳[161m],山口,,31,579,04:26,ロード,Cannondale,Topstone 3L
2026-01-25,🚲,グラベル,林道「木戸峠線」,https://yamap.com/activities/45787668,https://drive.google.com/file/d/1rahnCOP17mArOhzZoCbKBg2Eh4cJ3apH/view?usp=drivesdk,林道「木戸峠線」,山口,,18,364,01:48,ロード,Cannondale,Topstone 3L
2026-01-31,🚲,サイクリング,小野湖,https://yamap.com/activities/45878501,https://drive.google.com/file/d/16mQvqHSOOGbSzkPVDhUd1a-8xbTbSJYi/view?usp=drivesdk,小野湖、大棚駅跡、宇部新川駅,山口,,74,768,04:55,ロード,PINARELLO,X1
2026-02-01,🏔,登山,十種ヶ峰（長門富士）,https://yamap.com/activities/45892255,https://drive.google.com/file/d/1WR5f_CX60pDWm-SxJRtCwnWp4Ymm9Mfd/view?usp=drivesdk,十種ヶ峰[989m],山口,,6,615,02:25,－,－,－
2026-02-07,🏔🚲,登山,秋穂の低山巡り,https://yamap.com/activities/46007669,https://drive.google.com/file/d/1WQJU59JeP13Rcp7wNVwiaacTBOz_6e72/view?usp=drivesdk,道の駅「きららあじす」、藤尾山[64m]、臼美歩道、草山[116m]、小浜山[182m],山口,,64,980,06:20,ロード,Cannondale,CAAD12
2026-02-15,🏔🚲,登山,平原岳・飯盛山・禅定寺山・禅定寺（東峰）・雨乞山,https://yamap.com/activities/46158474,https://drive.google.com/file/d/16uOAPgIAMIjAhIMxPy4sMMEJlu-zgBSm/view?usp=drivesdk,平原岳[395m]、飯盛山[360m]、禅定寺山[392m]、禅定寺（東峰）、雨乞山[258m],山口,,21,"1,104",04:42,ロード,PINARELLO,X1
2026-02-22,🏔,登山,山焼き後の秋吉台,https://yamap.com/activities/46310167,https://drive.google.com/file/d/1tirrlGeLDiT4mn6XeaHTnLpTXDcdZU5L/view?usp=drivesdk,秋吉台,山口,,8,445,03:09,－,－,－
2026-02-23,🚲,サイクリング,早春の上関,https://yamap.com/activities/46391298,https://drive.google.com/file/d/1uz2XobVJ_KW3i0vjaGmIG_Ah2isVDt5a/view?usp=drivesdk,上関、上関城山歴史公園、上盛山[314m],山口,🌸,77,"1,076",06:41,ロード,ORBEA,ORCA M30iLTD PWR
2026-02-28,🚶,ウォーキング,防府天満宮,https://yamap.com/activities/46450897,https://drive.google.com/file/d/1HNhpaEQU7jy7s3znCMSGxu7C6cU08xlF/view?usp=drivesdk,防府天満宮,山口,💮,1,34,00:44,－,－,－
2026-03-01,🚲,サイクリング,角島,https://yamap.com/activities/46509630,https://drive.google.com/file/d/1WXKHA-YmE3Tti_YIA0e4AmSXalyDIe_V/view?usp=drivesdk,角島,山口,島,61,856,03:29,ロード,PINARELLO,X1
